Zaman damgası,Pozisyon,Seviye,Deneyim,Teknoloji,Lokasyon (Firma),Çalışma Şekli,Şirket Çalışan Sayısı,Maaş Cinsi,Maaş / Aylık (NET)
23.01.2023 08:20:04,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript, React Native, Figma",Türkiye,Hybrid,50-100,Türk Lirası,21.000 - 25.000 TL
22.01.2023 20:49:28,Data Analyst,Junior,1-3 Yıl,python ,Türkiye,Hybrid,50-100,Türk Lirası,5000 - 10.000 TL
23.01.2023 10:09:28,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Hybrid,50-100,Dolar,61.000 - 65.000 TL
22.01.2023 19:51:46,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,50-100,Türk Lirası,11.000 - 15.000 TL
23.01.2023 00:32:44,Frontend Developer,Junior,1-3 Yıl,"Vue, NodeJS, Javascript",Türkiye,Remote,50-100,Türk Lirası,11.000 - 15.000 TL
23.01.2023 00:38:37,Mobile Developer,Mid,1-3 Yıl,Flutter,Türkiye,Remote,50-100,Türk Lirası,11.000 - 15.000 TL
23.01.2023 02:10:38,Frontend Developer,Junior,1-3 Yıl,Javascript,Türkiye,Remote,50-100,Türk Lirası,11.000 - 15.000 TL
22.01.2023 21:08:35,Frontend Developer,Junior,1-3 Yıl,React / NextJS,Türkiye,Remote,50-100,Türk Lirası,16.000 - 20.000 TL
22.01.2023 23:06:54,Backend Developer,Mid,1-3 Yıl,NodeJS,Türkiye,Remote,50-100,Türk Lirası,16.000 - 20.000 TL
23.01.2023 09:01:44,UI/UX Designer,Tanımsız,1-3 Yıl,"Unity, Figma",Türkiye,Remote,50-100,Türk Lirası,16.000 - 20.000 TL
23.01.2023 14:37:35,Mobile Developer,Mid,1-3 Yıl,Kotlin,Türkiye,Remote,50-100,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:02:27,Fullstack Developer,Mid,1-3 Yıl,"Javascript, C# / .NET Framework",Türkiye,Remote,50-100,Türk Lirası,21.000 - 25.000 TL
22.01.2023 20:24:18,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Angular, React Native",Türkiye,Remote,50-100,Türk Lirası,21.000 - 25.000 TL
22.01.2023 23:51:31,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,50-100,Türk Lirası,21.000 - 25.000 TL
23.01.2023 00:23:10,DevOps Engineer,Mid,1-3 Yıl,C# / .NET Framework,Türkiye,Remote,50-100,Türk Lirası,21.000 - 25.000 TL
23.01.2023 16:22:06,Mobile Developer,Mid,1-3 Yıl,Kotlin,Türkiye,Remote,50-100,Türk Lirası,21.000 - 25.000 TL
23.01.2023 01:32:44,Mobile Developer,Mid,1-3 Yıl,Kotlin,Türkiye,Remote,50-100,Türk Lirası,26.000 - 30.000 TL
23.01.2023 09:56:29,Mobile Developer,Mid,1-3 Yıl,"Swift, Kotlin, Flutter",Türkiye,Remote,50-100,Türk Lirası,26.000 - 30.000 TL
23.01.2023 11:43:54,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Remote,50-100,Dolar bazlı TL,26.000 - 30.000 TL
22.01.2023 21:32:29,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,50-100,Türk Lirası,31.000 - 35.000 TL
23.01.2023 09:46:54,Oracle Database Administrator,Tanımsız,1-3 Yıl,Oracle DBA,Türkiye,Remote,50-100,Türk Lirası,31.000 - 35.000 TL
22.01.2023 21:00:58,Data Analyst,Junior,1-3 Yıl,Python,Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,16.000 - 20.000 TL
23.01.2023 12:03:00,Fullstack Developer,Junior,1-3 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,16.000 - 20.000 TL
22.01.2023 21:10:35,Mobile Developer,Junior,1-3 Yıl,React Native,Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,21.000 - 25.000 TL
22.01.2023 23:56:12,Fullstack Developer,Mid,1-3 Yıl,"Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,21.000 - 25.000 TL
23.01.2023 00:19:09,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Vue, NodeJS, Javascript",Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,21.000 - 25.000 TL
22.01.2023 19:34:18,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Hybrid,50-100,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:08:29,Frontend Developer,Junior,0-1 Yıl,React / NextJS,Türkiye,Hybrid,50-100,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:23:56,Fullstack Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Hybrid,50-100,Türk Lirası,11.000 - 15.000 TL
22.01.2023 21:30:55,Backend Developer,Junior,0-1 Yıl,PHP / Laravel,Türkiye,Hybrid,50-100,Türk Lirası,11.000 - 15.000 TL
23.01.2023 00:26:21,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, C# / .NET Framework",Türkiye,Hybrid,50-100,Türk Lirası,11.000 - 15.000 TL
23.01.2023 09:24:42,Fullstack Developer,Junior,0-1 Yıl,"Vue, NodeJS, Javascript",Türkiye,Hybrid,50-100,Türk Lirası,11.000 - 15.000 TL
23.01.2023 10:14:03,UI/UX Designer,Junior,0-1 Yıl,Figma,Türkiye,Hybrid,50-100,Türk Lirası,11.000 - 15.000 TL
22.01.2023 23:24:58,Data Analyst,Junior,0-1 Yıl,Python,Türkiye,Hybrid,50-100,Türk Lirası,16.000 - 20.000 TL
22.01.2023 19:44:18,Backend Developer,Junior,0-1 Yıl,"Java / Spring, C / C++",Türkiye,Hybrid,50-100,Türk Lirası,21.000 - 25.000 TL
23.01.2023 15:40:25,Fullstack Developer,Junior,0-1 Yıl,"Javascript, C# / .NET Framework, Abp Framework, DevExtreme",Türkiye,Hybrid,50-100,Türk Lirası,5000 - 10.000 TL
22.01.2023 19:33:33,Frontend Developer,Junior,0-1 Yıl,"Java / Spring, Kotlin",Türkiye,Remote,50-100,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:04:11,Mobile Developer,Junior,0-1 Yıl,Swift,Türkiye,Remote,50-100,Türk Lirası,16.000 - 20.000 TL
22.01.2023 19:44:32,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Remote,50-100,Türk Lirası,16.000 - 20.000 TL
22.01.2023 18:52:51,Fullstack Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Remote,50-100,Türk Lirası,5000 - 10.000 TL
23.01.2023 00:14:11,QA,Junior,0-1 Yıl,"Java / Spring, Selenium",Türkiye,Remote,50-100,Türk Lirası,5000 - 10.000 TL
23.01.2023 02:52:12,Fullstack Developer,Junior,0-1 Yıl,"Angular, C# / .NET Framework",Türkiye,Remote,50-100,Türk Lirası,5000 - 10.000 TL
23.01.2023 12:25:09,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Vue, Javascript, PHP / Laravel",Türkiye,Remote,50-100,Türk Lirası,5000 - 10.000 TL
22.01.2023 18:51:14,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, NodeJS, Javascript",Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:00:16,Backend Developer,Junior,0-1 Yıl,"C# / .NET Framework, Python/Django",Türkiye,Yerinde / Ofiste,50-100,Maaş TL Primler Dolar,11.000 - 15.000 TL
23.01.2023 09:22:18,Data Analyst,Junior,0-1 Yıl,Apache,Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:44:00,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,5000 - 10.000 TL
22.01.2023 19:52:35,Mobile Developer,Junior,0-1 Yıl,Swift,Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,5000 - 10.000 TL
24.01.2023 03:04:40,Fullstack Developer,Senior,7-9 Yıl,"React / NextJS, NodeJS, Javascript",Yurtdışı,Remote,0-10,Dolar,151.000 - 200.000 TL
22.01.2023 20:48:05,Frontend Developer,Senior,7-9 Yıl,"Javascript, Figma",Yurtdışı,Remote,0-10,Türk Lirası,16.000 - 20.000 TL
23.01.2023 12:58:49,Fullstack Developer,Senior,7-9 Yıl,"Vue, Java / Spring, PHP / Laravel",Yurtdışı,Remote,0-10,Türk Lirası,41.000 - 45.000 TL
22.01.2023 23:49:45,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, Javascript, C# / .NET Framework, PHP / Laravel, React Native, C / C++, Figma",Yurtdışı,Remote,0-10,Sterlin,11.000 - 15.000 TL
23.01.2023 11:40:19,Backend Developer,Senior,4-6 Yıl,PHP / Laravel,Yurtdışı,Remote,0-10,Dolar,26.000 - 30.000 TL
23.01.2023 18:33:24,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, C# / .NET Framework",Yurtdışı,Remote,0-10,Euro,61.000 - 65.000 TL
22.01.2023 21:58:09,Mobile Developer,Senior,10+ Yıl,"PHP / Laravel, Swift, Kotlin",Yurtdışı,Remote,0-10,Türk Lirası,46.000 - 50.000 TL
23.01.2023 09:32:23,Architect / Mimar,Senior,10+ Yıl,C# / .NET Framework,Yurtdışı,Remote,0-10,İsviçre Frangi,56.000 - 60.000 TL
23.01.2023 12:30:55,Fullstack Developer,Junior,1-3 Yıl,"Angular, C# / .NET Framework",Yurtdışı,Hybrid,0-10,Türk Lirası,16.000 - 20.000 TL
22.01.2023 19:51:11,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, NodeJS, Javascript, React Native, Figma",Yurtdışı,Remote,0-10,Dolar,11.000 - 15.000 TL
22.01.2023 22:45:26,Mobile Developer,Junior,1-3 Yıl,Flutter,Yurtdışı,Remote,0-10,Dolar,11.000 - 15.000 TL
22.01.2023 21:09:20,Game Developer / Oyun Geliştirici,Junior,1-3 Yıl,Unity,Yurtdışı,Remote,0-10,1250,21.000 - 25.000 TL
22.01.2023 20:39:42,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, NodeJS, Javascript",Yurtdışı,Remote,0-10,Euro,41.000 - 45.000 TL
22.01.2023 20:00:10,Backend Developer,Junior,1-3 Yıl,python aws ,Yurtdışı,Remote,0-10,Sterlin,46.000 - 50.000 TL
22.01.2023 21:31:04,Backend Developer,Mid,1-3 Yıl,Python/Flask,Yurtdışı,Remote,0-10,Dolar,46.000 - 50.000 TL
22.01.2023 19:11:00,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript",Yurtdışı,Remote,0-10,Dolar,56.000 - 60.000 TL
23.01.2023 01:07:28,Backend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript, Golang",Yurtdışı,Remote,0-10,Dolar,56.000 - 60.000 TL
22.01.2023 20:13:45,Backend Dev/ Team Manager,Junior,1-3 Yıl,"Javascript, C# / .NET Framework, C / C++",Yurtdışı,Remote,0-10,Dolar,91.000 - 100.000 TL
23.01.2023 15:43:29,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, NodeJS, Javascript",Yurtdışı,Remote,0-10,Dolar,91.000 - 100.000 TL
23.01.2023 10:30:00,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, Javascript, Java / Spring",Yurtdışı,Yerinde / Ofiste,0-10,Türk Lirası,21.000 - 25.000 TL
23.01.2023 10:28:46,Frontend Developer,Junior,0-1 Yıl,Javascript,Yurtdışı,Remote,0-10,Euro,16.000 - 20.000 TL
23.01.2023 02:30:48,Game Developer / Oyun Geliştirici,Junior,0-1 Yıl,Unity,Yurtdışı,Remote,0-10,Euro,5000 - 10.000 TL
23.01.2023 10:21:28,Backend Developer,Senior,7-9 Yıl,"NodeJS, Java / Spring",Yurtdışı,Remote,10-30,Dolar,121.000 - 150.000 TL
22.01.2023 22:02:04,Backend Developer,Senior,7-9 Yıl,Java / Spring,Yurtdışı,Remote,10-30,Türk Lirası,36.000 - 40.000 TL
23.01.2023 00:05:18,Backend Developer,Senior,7-9 Yıl,PHP / Laravel,Yurtdışı,Remote,10-30,Dolar,61.000 - 65.000 TL
22.01.2023 21:27:03,Backend Developer,Senior,4-6 Yıl,PHP / Laravel,Yurtdışı,Remote,10-30,Euro,46.000 - 50.000 TL
23.01.2023 10:48:17,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, NodeJS, Javascript",Yurtdışı,Remote,10-30,Dolar,51.000 - 55.000 TL
22.01.2023 22:51:00,Frontend Developer,Senior,4-6 Yıl,"Vue, Javascript",Yurtdışı,Remote,10-30,Dolar,71.000 - 80.000 TL
23.01.2023 04:52:44,Game Developer / Oyun Geliştirici,Senior,10+ Yıl,"C# / .NET Framework, Unity",Yurtdışı,Hybrid,10-30,Dolar,121.000 - 150.000 TL
23.01.2023 02:32:54,Yönetici / Müdür,Senior,10+ Yıl,"React / NextJS, Vue, Javascript, PHP / Laravel, React Native",Yurtdışı,Hybrid,10-30,Sterlin,71.000 - 80.000 TL
22.01.2023 19:00:30,Frontend Developer,Senior,10+ Yıl,"React / NextJS, NodeJS, Javascript",Yurtdışı,Remote,10-30,Dolar,151.000 - 200.000 TL
24.01.2023 21:52:10,Yönetici / Müdür,Senior,10+ Yıl,"Vue, NodeJS, Javascript, C# / .NET Framework, Liquid",Yurtdışı,Remote,10-30,Sterlin,41.000 - 45.000 TL
23.01.2023 01:55:35,Fullstack Developer,Senior,10+ Yıl,"NodeJS, Javascript, C# / .NET Framework",Yurtdışı,Remote,10-30,Dolar,46.000 - 50.000 TL
22.01.2023 19:50:11,Fullstack Developer,Senior,10+ Yıl,"React / NextJS, NodeJS, Javascript",Yurtdışı,Remote,10-30,Sterlin,71.000 - 80.000 TL
25.01.2023 12:01:59,Backend Developer,Junior,1-3 Yıl,"Javascript, C# / .NET Framework, Linux, SQL",Yurtdışı,Remote,10-30,Türk Lirası,21.000 - 25.000 TL
23.01.2023 05:40:15,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, NodeJS, Javascript, C# / .NET Framework",Yurtdışı,Remote,10-30,Türk Lirası,26.000 - 30.000 TL
23.01.2023 10:31:04,UI/UX Designer,Tanımsız,1-3 Yıl,"PS,procreate,AI",Yurtdışı,Remote,10-30,1500,26.000 - 30.000 TL
22.01.2023 19:27:24,Tasarımcı,Junior,1-3 Yıl,Figma,Yurtdışı,Remote,10-30,Dolar,31.000 - 35.000 TL
23.01.2023 14:28:15,UI/UX Designer,Mid,1-3 Yıl,Figma,Yurtdışı,Remote,10-30,Dolar,31.000 - 35.000 TL
22.01.2023 19:15:14,Fullstack Developer,Tanımsız,1-3 Yıl,"React / NextJS, NodeJS, Javascript, React Native",Yurtdışı,Remote,10-30,Euro,41.000 - 45.000 TL
23.01.2023 09:59:58,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, NodeJS, Javascript",Yurtdışı,Remote,10-30,Dolar,46.000 - 50.000 TL
23.01.2023 17:44:20,Sosyal Medya Uzmanı,Tanımsız,1-3 Yıl,Sosyal Medya,Yurtdışı,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
22.01.2023 22:22:51,Backend Developer,Junior,0-1 Yıl,"NodeJS, PHP / Laravel",Yurtdışı,Remote,10-30,Dolar,16.000 - 20.000 TL
22.01.2023 19:58:12,Mobile Developer,Junior,0-1 Yıl,Flutter,Yurtdışı,Remote,10-30,Dolar,21.000 - 25.000 TL
23.01.2023 08:02:03,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript, TypeScript",Yurtdışı,Yerinde / Ofiste,10-30,USDT,11.000 - 15.000 TL
23.01.2023 11:07:12,Backend Developer,Mid,7-9 Yıl,"NodeJS, rust",Yurtdışı,Remote,100-300,Euro,71.000 - 80.000 TL
22.01.2023 20:14:51,Analist,Mid,4-6 Yıl,"NodeJS, Java / Spring, C# / .NET Framework, PHP / Laravel",Yurtdışı,Hybrid,100-300,Dolar,56.000 - 60.000 TL
22.01.2023 19:22:02,Backend Developer,Mid,4-6 Yıl,Django ,Yurtdışı,Remote,100-300,Euro,151.000 - 200.000 TL
23.01.2023 16:41:04,Backend Developer,Mid,4-6 Yıl,"C# / .NET Framework, Al",Yurtdışı,Remote,100-300,Euro,21.000 - 25.000 TL
23.01.2023 11:48:19,Backend Developer,Mid,4-6 Yıl,C# / .NET Framework,Yurtdışı,Remote,100-300,Dolar,26.000 - 30.000 TL
22.01.2023 22:38:24,Frontend Developer,Senior,4-6 Yıl,Javascript,Yurtdışı,Remote,100-300,Dolar,81.000 - 90.000 TL
23.01.2023 01:54:32,Backend Developer,Senior,10+ Yıl,"Java / Spring, Kotlin",Yurtdışı,Hybrid,100-300,Sterlin,151.000 - 200.000 TL
22.01.2023 18:58:10,Frontend Developer,Senior,10+ Yıl,"Angular, Javascript",Yurtdışı,Remote,100-300,Sterlin,101.000 - 120.000 TL
22.01.2023 23:33:35,Mobile Developer,Senior,10+ Yıl,Kotlin,Yurtdışı,Remote,100-300,Sterlin,101.000 - 120.000 TL
23.01.2023 14:55:42,Yönetici / Müdür,Senior,10+ Yıl,Kubernetes,Yurtdışı,Remote,100-300,Euro,121.000 - 150.000 TL
22.01.2023 23:55:48,Backend Developer,Senior,10+ Yıl,Java / Spring,Yurtdışı,Remote,100-300,Sterlin,200.000+ TL
22.01.2023 20:23:42,Backend Developer,Junior,1-3 Yıl,Go,Yurtdışı,Remote,100-300,Sterlin,56.000 - 60.000 TL
22.01.2023 20:52:16,Frontend Developer,Junior,1-3 Yıl,"Javascript, Figma",Yurtdışı,Yerinde / Ofiste,100-300,Euro,41.000 - 45.000 TL
22.01.2023 19:30:54,Tasarımcı,Senior,7-9 Yıl,"C# / .NET Framework, C / C++",Yurtdışı,Hybrid,1000-2000,Euro,81.000 - 90.000 TL
22.01.2023 19:18:53,Data Analyst,Senior,7-9 Yıl,SQL,Yurtdışı,Remote,1000-2000,Dolar,41.000 - 45.000 TL
23.01.2023 12:00:41,Marketing,Senior,7-9 Yıl,"Ads & InBound Marketing (Google, HubSpot, Meta, Apple)",Yurtdışı,Remote,1000-2000,Dolar,46.000 - 50.000 TL
24.01.2023 01:06:41,Mobile Developer,Senior,7-9 Yıl,"Java / Spring, Kotlin",Yurtdışı,Remote,1000-2000,Euro,46.000 - 50.000 TL
23.01.2023 12:44:30,Mobile Developer,Senior,7-9 Yıl,"NodeJS, Swift, Kotlin",Yurtdışı,Yerinde / Ofiste,1000-2000,Euro,66.000 - 70.000 TL
23.01.2023 00:17:28,UI/UX Designer,Senior,10+ Yıl,Figma,Yurtdışı,Remote,1000-2000,Sterlin,200.000+ TL
23.01.2023 18:08:20,Backend Developer,Senior,10+ Yıl,PHP / Laravel,Yurtdışı,Remote,1000-2000,Euro,71.000 - 80.000 TL
22.01.2023 22:14:30,Machine Learning Engineer,Junior,1-3 Yıl,Python,Yurtdışı,Hybrid,1000-2000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:19:01,Backend Developer,Senior,7-9 Yıl,Java / Spring,Yurtdışı,Hybrid,2000+,Türk Lirası,71.000 - 80.000 TL
22.01.2023 19:27:42,Backend Developer,Mid,4-6 Yıl,Go,Yurtdışı,Hybrid,2000+,Euro,151.000 - 200.000 TL
22.01.2023 19:37:53,Fullstack Developer,Mid,4-6 Yıl,"Angular, C# / .NET Framework",Yurtdışı,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
23.01.2023 01:50:51,Backend Developer,Mid,4-6 Yıl,C# / .NET Framework,Yurtdışı,Hybrid,2000+,Euro,66.000 - 70.000 TL
22.01.2023 20:23:12,Backend Developer,Senior,4-6 Yıl,Java / Spring,Yurtdışı,Remote,2000+,Euro,101.000 - 120.000 TL
22.01.2023 20:58:55,Frontend Developer,Senior,4-6 Yıl,"React / NextJS, Javascript",Yurtdışı,Remote,2000+,Dolar,41.000 - 45.000 TL
23.01.2023 00:43:41,Analist,Senior,4-6 Yıl,"React / NextJS, Java / Spring",Yurtdışı,Remote,2000+,Dolar,46.000 - 50.000 TL
23.01.2023 14:14:44,Backend Developer,Mid,4-6 Yıl,NodeJS,Yurtdışı,Remote,2000+,Sterlin,91.000 - 100.000 TL
22.01.2023 22:28:55,Mobile Developer,Senior,4-6 Yıl,Kotlin,Yurtdışı,Yerinde / Ofiste,2000+,Zloty,56.000 - 60.000 TL
23.01.2023 10:47:39,Backend Developer,Mid,4-6 Yıl,Python / Go,Yurtdışı,Yerinde / Ofiste,2000+,Euro,91.000 - 100.000 TL
22.01.2023 20:17:03,Fullstack Developer,Senior,10+ Yıl,"Javascript, C# / .NET Framework",Yurtdışı,Remote,2000+,Dolar,121.000 - 150.000 TL
22.01.2023 21:01:31,Backend Developer,Senior,10+ Yıl,Ruby,Yurtdışı,Remote,2000+,Euro,151.000 - 200.000 TL
23.01.2023 01:21:37,Backend Developer,Senior,10+ Yıl,"Angular, Java / Spring, Flutter",Yurtdışı,Remote,2000+,Euro,151.000 - 200.000 TL
23.01.2023 09:37:39,Frontend Developer,Senior,10+ Yıl,"Angular, Javascript",Yurtdışı,Remote,2000+,Türk Lirası,31.000 - 35.000 TL
23.01.2023 21:16:13,Backend Developer,Mid,10+ Yıl,Java / Spring,Yurtdışı,Remote,2000+,Türk Lirası,31.000 - 35.000 TL
24.01.2023 18:39:56,Tasarımcı,Senior,10+ Yıl,Figma,Yurtdışı,Remote,2000+,Türk Lirası,61.000 - 65.000 TL
23.01.2023 15:32:34,Yönetici / Müdür,Mid,10+ Yıl,"React / NextJS, NodeJS",Yurtdışı,Remote,2000+,CAD,71.000 - 80.000 TL
22.01.2023 19:07:43,Backend Developer,Junior,1-3 Yıl,"NodeJS, Javascript",Yurtdışı,Hybrid,2000+,Dolar,16.000 - 20.000 TL
22.01.2023 20:17:33,Data Analyst,Junior,1-3 Yıl,"SQL, Python",Yurtdışı,Hybrid,2000+,Euro,51.000 - 55.000 TL
22.01.2023 21:41:24,Backend Developer,Junior,1-3 Yıl,"React / NextJS, NodeJS, Java / Spring",Yurtdışı,Remote,2000+,Euro,101.000 - 120.000 TL
22.01.2023 19:04:15,Mobile Developer,Mid,1-3 Yıl,Kotlin,Yurtdışı,Remote,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 23:28:14,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, NodeJS, Javascript",Yurtdışı,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:50:05,Mobile Developer,Junior,0-1 Yıl,Kotlin,Yurtdışı,Hybrid,2000+,Euro,61.000 - 65.000 TL
22.01.2023 23:11:37,Backend Developer,Junior,0-1 Yıl,Java / Spring,Yurtdışı,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
22.01.2023 22:42:12,Backend Developer,Junior,0-1 Yıl,"NodeJS, AWS",Yurtdışı,Remote,2000+,Euro,21.000 - 25.000 TL
23.01.2023 11:49:50,Fullstack Developer,Senior,7-9 Yıl,"Vue, Javascript, PHP / Laravel",Yurtdışı,Hybrid,30-50,Euro,101.000 - 120.000 TL
23.01.2023 00:44:14,Backend Developer,Senior,7-9 Yıl,PHP / Laravel,Yurtdışı,Remote,30-50,Aud,51.000 - 55.000 TL
22.01.2023 19:08:18,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, NodeJS",Yurtdışı,Remote,30-50,Dolar,101.000 - 120.000 TL
22.01.2023 19:24:00,Mobile Developer,Mid,4-6 Yıl,Flutter,Yurtdışı,Remote,30-50,Dolar,31.000 - 35.000 TL
22.01.2023 21:14:50,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, PHP / Laravel, React Native",Yurtdışı,Yerinde / Ofiste,30-50,Türk Lirası,16.000 - 20.000 TL
24.01.2023 16:24:12,Mobile Developer,Mid,10+ Yıl,"C# / .NET Framework, Swift, Obj-C",Yurtdışı,Remote,30-50,Dolar,66.000 - 70.000 TL
23.01.2023 00:31:57,Mobile Developer,Tanımsız,1-3 Yıl,Flutter,Yurtdışı,Remote,30-50,Euro,31.000 - 35.000 TL
23.01.2023 12:12:58,Backend Developer,Senior,1-3 Yıl,Python / Flask,Yurtdışı,Remote,30-50,Dolar,61.000 - 65.000 TL
24.01.2023 21:05:02,Backend Developer,Tanımsız,1-3 Yıl,python,Yurtdışı,Remote,30-50,Dolar,61.000 - 65.000 TL
23.01.2023 09:12:34,data services engineer,Junior,0-1 Yıl,python,Yurtdışı,Hybrid,30-50,Euro,56.000 - 60.000 TL
22.01.2023 20:44:51,DevOps Engineer,Senior,7-9 Yıl,"Puppet, python",Yurtdışı,Hybrid,300-1000,Euro,91.000 - 100.000 TL
23.01.2023 10:43:36,Fullstack Developer,Senior,7-9 Yıl,"React / NextJS, NodeJS, Javascript, Java / Spring, AWS",Yurtdışı,Remote,300-1000,Dolar,36.000 - 40.000 TL
22.01.2023 23:55:47,Frontend Developer,Senior,7-9 Yıl,React / NextJS,Yurtdışı,Remote,300-1000,Euro,71.000 - 80.000 TL
23.01.2023 12:08:58,Game Developer / Oyun Geliştirici,Senior,4-6 Yıl,C# / .NET Framework,Yurtdışı,Remote,300-1000,3000,61.000 - 65.000 TL
22.01.2023 21:54:51,Yönetici / Müdür,Senior,10+ Yıl,"Java / Spring, C# / .NET Framework, Swift",Yurtdışı,Hybrid,300-1000,Dolar,200.000+ TL
23.01.2023 08:13:31,Backend Developer,Senior,10+ Yıl,Java / Spring,Yurtdışı,Remote,300-1000,Dolar,121.000 - 150.000 TL
22.01.2023 23:53:04,Data Engineer,Mid,1-3 Yıl,"Python, SQL, Spark",Yurtdışı,Remote,300-1000,Dolar,41.000 - 45.000 TL
23.01.2023 21:26:09,Frontend Developer,Mid,1-3 Yıl,React / NextJS,Yurtdışı,Remote,300-1000,Dolar,61.000 - 65.000 TL
22.01.2023 23:02:28,Siber güvenlik,Junior,1-3 Yıl,"Detay verirsem direk ifşa olabilirim, genel olarak siber güvenlik araştırmacısı/mühendisi diyebiliriz.",Yurtdışı,Remote,300-1000,Dolar,66.000 - 70.000 TL
25.01.2023 01:06:59,Garson,Junior,1-3 Yıl,Tepsi Tirbüşon,Yurtdışı,Yerinde / Ofiste,300-1000,Dirhem,36.000 - 40.000 TL
23.01.2023 10:30:34,Backend Developer,Junior,0-1 Yıl,Go,Yurtdışı,Remote,300-1000,Dolar,36.000 - 40.000 TL
23.01.2023 16:44:06,DevOps Engineer,Junior,0-1 Yıl,"Docker, kubernetes, GCP, Jenkins, Bash scripting, linux",Yurtdışı,Yerinde / Ofiste,300-1000,Euro,51.000 - 55.000 TL
23.01.2023 18:57:16,Mobile Developer,Senior,7-9 Yıl,Javascript,Yurtdışı,Remote,50-100,Dolar,151.000 - 200.000 TL
22.01.2023 18:54:06,Backend Developer,Senior,7-9 Yıl,Java / Spring,Yurtdışı,Remote,50-100,Dolar,91.000 - 100.000 TL
23.01.2023 12:35:04,Mobile Developer,Senior,4-6 Yıl,Swift,Yurtdışı,Hybrid,50-100,Leva,61.000 - 65.000 TL
22.01.2023 19:32:41,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, NodeJS, Javascript, Java / Spring",Yurtdışı,Remote,50-100,Euro,101.000 - 120.000 TL
22.01.2023 21:34:45,Frontend Developer,Mid,4-6 Yıl,"React / NextJS, Javascript, React Native",Yurtdışı,Remote,50-100,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:09:49,Mobile Developer,Senior,4-6 Yıl,Kotlin,Yurtdışı,Remote,50-100,Dolar,51.000 - 55.000 TL
22.01.2023 19:04:16,Growth marketer,Mid,4-6 Yıl,"Figma, Google analytics, Marketo. apollo, Google ads, Hubspot, Webflow, Framer",Yurtdışı,Remote,50-100,Dolar,81.000 - 90.000 TL
